1.00987	0.415122
1.01169	0.700711
1.01351	0.909213
1.01534	1.06813
1.01716	1.19327
1.01899	1.29436
1.02081	1.37773
1.02263	1.44767
1.02446	1.50718
1.02628	1.55842
1.02811	1.60302
1.02993	1.64218
1.03175	1.67684
1.03358	1.70774
1.0354	1.73545
1.03723	1.76044
1.03905	1.78311
1.04087	1.80375
1.0427	1.82262
1.04452	1.83995
1.04635	1.85592
1.04817	1.87067
1.04999	1.88435
1.05182	1.89707
1.05364	1.90892
1.05547	1.91999
1.05729	1.93036
1.05911	1.94009
1.06094	1.94923
1.06276	1.95784
1.06459	1.96597
1.06641	1.97365
1.06823	1.98092
1.07006	1.98781
1.07188	1.99435
1.07371	2.00057
1.07553	2.00649
1.07735	2.01213
1.07918	2.01751
1.081	2.02264
1.08283	2.02755
1.08465	2.03225
1.08647	2.03675
1.0883	2.04107
1.09012	2.04521
1.09195	2.04918
1.09377	2.053
1.09559	2.05668
1.09742	2.06022
1.09924	2.06362
1.10107	2.06691
1.10289	2.07008
1.10471	2.07313
1.10654	2.07609
1.10836	2.07894
1.11019	2.0817
1.11201	2.08437
1.11383	2.08695
1.11566	2.08945
1.11748	2.09188
1.11931	2.09423
1.12113	2.09651
1.12295	2.09872
1.12478	2.10087
1.1266	2.10295
1.12843	2.10498
1.13025	2.10695
1.13207	2.10886
1.1339	2.11073
1.13572	2.11254
1.13755	2.11431
1.13937	2.11602
1.14119	2.1177
1.14302	2.11933
1.14484	2.12092
1.14667	2.12247
1.14849	2.12398
1.15031	2.12546
1.15214	2.1269
1.15396	2.12831
1.15579	2.12968
1.15761	2.13102
1.15943	2.13233
1.16126	2.13361
1.16308	2.13487
1.16491	2.13609
1.16673	2.13729
1.16855	2.13846
1.17038	2.13961
1.1722	2.14073
1.17403	2.14183
1.17585	2.14291
1.17767	2.14396
1.1795	2.14499
1.18132	2.14601
1.18315	2.147
1.18497	2.14797
1.18679	2.14892
1.18862	2.14986
1.19044	2.15078
1.19135	2.16193
1.19227	2.17298
1.19318	2.18393
1.19409	2.19477
1.195	2.20551
1.19591	2.21615
1.19683	2.22669
1.19774	2.23713
1.19865	2.24748
1.19956	2.25774
1.20047	2.2679
1.20139	2.27796
1.2023	2.28794
1.20321	2.29783
1.20412	2.30763
1.20503	2.31734
1.20595	2.32697
1.20686	2.33651
1.20777	2.34597
1.20868	2.35535
1.20959	2.36464
1.21051	2.37385
1.21142	2.38299
1.21233	2.39204
1.21324	2.40102
1.21415	2.40992
1.21507	2.41875
1.21598	2.4275
1.21689	2.43618
1.2178	2.44478
1.21871	2.45331
1.21963	2.46178
1.22054	2.47017
1.22145	2.47849
1.22236	2.48675
1.22327	2.49494
1.22419	2.50306
1.2251	2.51111
1.22601	2.5191
1.22692	2.52703
1.22783	2.53489
1.22875	2.54269
1.22966	2.55043
1.23057	2.5581
1.23148	2.56572
1.23239	2.57328
1.23331	2.58077
1.23422	2.58821
1.23513	2.59559
1.23604	2.60292
1.23695	2.61019
1.23787	2.6174
1.23878	2.62456
1.23969	2.63166
1.2406	2.63871
1.24151	2.6457
1.24243	2.65264
1.24334	2.65954
1.24425	2.66637
1.24516	2.67316
1.24607	2.6799
1.24699	2.68659
1.2479	2.69323
1.24881	2.69982
1.24972	2.70636
1.25063	2.71286
1.25155	2.7193
1.25246	2.72571
1.25337	2.73206
1.25428	2.73837
1.25519	2.74463
1.25611	2.75085
1.25702	2.75703
1.25793	2.76316
1.25884	2.76925
1.25975	2.7753
1.26067	2.7813
1.26158	2.78726
1.26249	2.79318
1.2634	2.79906
1.26431	2.8049
1.26523	2.8107
1.26614	2.81646
1.26705	2.82218
1.26796	2.82786
1.26887	2.8335
1.26979	2.8391
1.2707	2.84467
1.27161	2.8502
1.27252	2.85569
1.27343	2.86114
1.27435	2.86656
1.27526	2.87195
1.27617	2.87729
1.27708	2.88261
1.27799	2.88788
1.27891	2.89313
1.27982	2.89833
1.28073	2.90351
1.28164	2.90865
1.28255	2.91376
1.28347	2.91883
1.28438	2.92388
1.28529	2.92889
1.2862	2.93386
1.28711	2.93881
1.28803	2.94373
1.28894	2.94861
1.28985	2.95347
1.29076	2.95829
1.29167	2.96308
1.29259	2.96785
1.2935	2.97258
1.29441	2.97728
1.29532	2.98196
1.29623	2.98661
1.29715	2.99122
1.29806	2.99581
1.29897	3.00037
1.29988	3.00491
1.30079	3.00942
1.30171	3.01389
1.30262	3.01835
1.30353	3.02277
1.30444	3.02717
1.30535	3.03154
1.30627	3.03589
1.30718	3.04021
1.30809	3.04451
1.309	3.04878
1.30991	3.05302
1.31083	3.05724
1.31174	3.06144
1.31265	3.06561
1.31356	3.06975
1.31447	3.07388
1.31539	3.07797
1.3163	3.08205
1.31721	3.0861
1.31812	3.09013
1.31903	3.09413
1.31995	3.09812
1.32086	3.10208
1.32177	3.10601
1.32268	3.10993
1.32359	3.11382
1.32451	3.11769
1.32542	3.12154
1.32633	3.12537
1.32724	3.12918
1.32815	3.13296
1.32907	3.13673
1.32998	3.14047
1.33089	3.14419
1.3318	3.1479
1.33271	3.15158
1.33363	3.15524
1.33454	3.15888
1.33545	3.1625
1.33636	3.16611
1.33727	3.16969
1.33819	3.17325
1.3391	3.1768
1.34001	3.18032
1.34092	3.18383
1.34183	3.18732
1.34275	3.19079
1.34366	3.19424
1.34457	3.19767
1.34548	3.20109
1.34639	3.20448
1.34731	3.20786
1.34822	3.21122
1.34913	3.21457
1.35004	3.21789
1.35095	3.2212
1.35187	3.22449
1.35278	3.22777
1.35369	3.23103
1.3546	3.23427
1.35551	3.23749
1.35643	3.2407
1.35734	3.24389
1.35825	3.24707
1.35916	3.25023
1.36007	3.25337
1.36099	3.2565
1.3619	3.25961
1.36281	3.26271
1.36372	3.26579
1.36463	3.26885
1.36555	3.2719
1.36646	3.27493
1.36737	3.27795
1.36828	3.28096
1.36919	3.28395
1.37011	3.28692
1.37102	3.28988
1.37193	3.29283
1.37284	3.29576
1.37375	3.29868
1.37467	3.30158
1.37558	3.30447
1.37649	3.30734
1.3774	3.31021
1.37831	3.31305
1.37923	3.31589
1.38014	3.31871
1.38105	3.32151
1.38196	3.3243
1.38287	3.32708
1.38379	3.32985
1.3847	3.3326
1.38561	3.33534
1.38652	3.33807
1.38743	3.34079
1.38835	3.34349
1.38926	3.34618
1.39017	3.34885
1.39108	3.35152
1.39199	3.35417
1.39291	3.35681
1.39382	3.35944
1.39473	3.36205
1.39564	3.36465
1.39655	3.36724
1.39747	3.36982
1.39838	3.37239
1.39929	3.37495
1.4002	3.37749
1.40111	3.38002
1.40203	3.38254
