3	1.00867	0.472608
3	1.00958	0.855222
3	1.01049	1.17131
3	1.0114	1.43684
3	1.01231	1.66304
3	1.01323	1.85805
3	1.01414	2.0279
3	1.01505	2.17716
3	1.01596	2.30937
3	1.01687	2.42729
3	1.01779	2.53312
3	1.0187	2.62862
3	1.01961	2.71524
3	1.02052	2.79416
3	1.02143	2.86637
3	1.02235	2.93268
3	1.02326	2.99379
3	1.02417	3.05029
3	1.02508	3.10269
3	1.02599	3.1514
3	1.02691	3.19682
3	1.02782	3.23925
3	1.02873	3.27899
3	1.02964	3.31629
3	1.03055	3.35136
3	1.03147	3.3844
3	1.03238	3.41557
3	1.03329	3.44504
3	1.0342	3.47294
3	1.03511	3.49938
3	1.03603	3.52449
3	1.03694	3.54836
3	1.03785	3.57108
3	1.03876	3.59273
3	1.03967	3.61338
3	1.04059	3.63311
3	1.0415	3.65196
3	1.04241	3.67001
3	1.04332	3.6873
3	1.04423	3.70387
3	1.04515	3.71978
3	1.04606	3.73506
3	1.04697	3.74974
3	1.04788	3.76386
3	1.04879	3.77746
3	1.04971	3.79055
3	1.05082	3.78843
3	1.05202	3.77944
3	1.05306	3.78233
1	1.05405	0.0793305
3	1.05516	3.71315
3	1.05607	3.72581
3	1.05698	3.73806
3	1.05789	3.74992
1	1.05888	0.145652
3	1.05979	3.69922
1	1.06078	0.211645
3	1.0619	3.63913
3	1.06282	3.6515
3	1.06373	3.66352
3	1.06464	3.67519
3	1.06555	3.68655
3	1.06646	3.69759
1	1.06745	0.254278
3	1.06837	3.6547
1	1.06935	0.309136
3	1.07057	3.59851
1	1.07156	0.359529
3	1.07247	3.56064
3	1.07338	3.57221
3	1.0743	3.58349
3	1.07521	3.5945
3	1.07612	3.60524
3	1.07703	3.61573
3	1.07794	3.62597
1	1.07893	0.380271
3	1.07999	3.5844
1	1.08098	0.423611
3	1.08189	3.55122
1	1.08288	0.465633
3	1.084	3.51083
3	1.08491	3.52136
3	1.08582	3.53166
3	1.08674	3.54175
3	1.08765	3.55163
3	1.08856	3.56131
3	1.08947	3.57079
3	1.09038	3.58007
3	1.0913	3.58918
1	1.09229	0.464645
3	1.0932	3.55992
1	1.09419	0.500795
3	1.09527	3.5255
1	1.09626	0.534563
3	1.09717	3.49869
3	1.09808	3.50792
1	1.09907	0.562668
3	1.10013	3.47708
1	1.10112	0.593679
3	1.10203	3.45245
1	1.10302	0.624348
3	1.1041	3.42306
3	1.10502	3.43233
3	1.10593	3.44145
3	1.10684	3.45041
3	1.10775	3.45922
3	1.10866	3.46788
3	1.10958	3.4764
3	1.11049	3.48477
3	1.1114	3.49301
3	1.11231	3.50112
1	1.1133	0.605541
3	1.11421	3.47872
3	1.11512	3.48674
1	1.11611	0.627802
3	1.11723	3.45904
1	1.11822	0.652891
3	1.11913	3.43824
3	1.12004	3.44624
3	1.12095	3.45411
1	1.12194	0.668112
3	1.12302	3.42952
1	1.12401	0.691582
3	1.12492	3.41012
1	1.12591	0.715199
3	1.12695	3.38776
3	1.12786	3.39563
1	1.12885	0.732126
3	1.12976	3.37745
1	1.13075	0.754278
3	1.13185	3.35517
1	1.13284	0.774732
3	1.13375	3.33811
3	1.13466	3.34592
3	1.13557	3.35362
3	1.13648	3.36122
3	1.1374	3.36872
3	1.13831	3.37613
3	1.13922	3.38343
3	1.14013	3.39064
3	1.14104	3.39776
3	1.14196	3.40478
3	1.14287	3.41172
3	1.14378	3.41856
3	1.14469	3.42533
1	1.14568	0.735857
3	1.14681	3.40391
1	1.14779	0.754346
3	1.14871	3.38794
1	1.1497	0.773412
3	1.15077	3.3688
3	1.15168	3.37555
3	1.15259	3.38222
3	1.1535	3.38881
1	1.15449	0.777154
3	1.1554	3.37371
1	1.15639	0.795127
3	1.15748	3.35523
1	1.15847	0.811765
3	1.15938	3.34092
3	1.16029	3.34746
1	1.16128	0.824195
3	1.16233	3.33079
1	1.16331	0.840197
3	1.16423	3.31718
1	1.16521	0.856485
3	1.16629	3.30073
3	1.1672	3.30722
3	1.16811	3.31364
3	1.16902	3.32
1	1.17001	0.857546
3	1.17092	3.30704
1	1.17191	0.873008
3	1.17298	3.29144
1	1.17397	0.887345
3	1.17488	3.27908
3	1.17579	3.28537
3	1.1767	3.29159
3	1.17761	3.29775
3	1.17853	3.30385
3	1.17944	3.30989
3	1.18035	3.31586
3	1.18126	3.32177
3	1.18217	3.32763
3	1.18309	3.33342
3	1.184	3.33916
3	1.18491	3.34485
3	1.18582	3.35047
3	1.18673	3.35604
1	1.18772	0.84516
3	1.18876	3.34176
1	1.18975	0.858744
3	1.19066	3.32993
1	1.19165	0.872602
3	1.19269	3.31614
3	1.1936	3.32168
1	1.19459	0.881455
3	1.1955	3.31033
1	1.19649	0.894751
3	1.19766	3.29488
3	1.19857	3.30038
1	1.19956	0.902465
3	1.20047	3.28952
3	1.20138	3.29496
3	1.2023	3.30035
3	1.20321	3.3057
3	1.20412	3.31099
1	1.20511	0.898957
3	1.20614	3.29844
1	1.20713	0.910898
3	1.20804	3.28799
1	1.20903	0.923128
3	1.21013	3.27484
3	1.21104	3.2801
3	1.21195	3.28531
1	1.21294	0.926316
3	1.21385	3.27527
1	1.21484	0.938079
3	1.21597	3.26214
1	1.21695	0.948695
3	1.21787	3.25248
3	1.21878	3.25765
1	1.21977	0.956065
3	1.22086	3.24549
1	1.22185	0.966422
3	1.22276	3.23618
3	1.22367	3.2413
1	1.22466	0.973408
3	1.22581	3.22874
3	1.22672	3.23382
3	1.22764	3.23885
3	1.22855	3.24385
3	1.22946	3.24881
1	1.23045	0.967572
3	1.23136	3.23982
1	1.23235	0.978112
3	1.23338	3.2293
1	1.23437	0.98797
3	1.23528	3.22062
3	1.2362	3.22553
3	1.23711	3.2304
3	1.23802	3.23523
3	1.23893	3.24002
3	1.23984	3.24478
3	1.24076	3.2495
3	1.24167	3.25419
3	1.24258	3.25884
3	1.24349	3.26346
3	1.2444	3.26804
3	1.24532	3.27259
3	1.24623	3.2771
3	1.24714	3.28158
3	1.24805	3.28603
1	1.24904	0.946995
3	1.25012	3.27521
1	1.25111	0.956266
3	1.25202	3.26676
1	1.25301	0.966029
3	1.25408	3.25639
3	1.25499	3.2608
1	1.25598	0.971562
3	1.2569	3.25262
1	1.25788	0.981028
3	1.25895	3.24264
3	1.25986	3.24702
1	1.26085	0.986313
3	1.26176	3.23909
3	1.26267	3.24344
3	1.26359	3.24776
1	1.26458	0.988634
3	1.2657	3.23739
1	1.26668	0.996895
3	1.2676	3.22971
1	1.26858	1.00581
3	1.26972	3.21945
3	1.27063	3.22373
3	1.27154	3.22799
3	1.27246	3.23222
3	1.27337	3.23642
3	1.27428	3.24059
3	1.27519	3.24474
1	1.27618	0.993665
3	1.27709	3.23726
1	1.27808	1.00229
3	1.27915	3.2281
1	1.28014	1.01025
3	1.28105	3.22085
3	1.28196	3.22496
1	1.28295	1.01536
3	1.2841	3.21512
1	1.28509	1.02279
3	1.286	3.20807
3	1.28691	3.21215
1	1.2879	1.02769
3	1.28894	3.20382
3	1.28985	3.20787
3	1.29076	3.21189
3	1.29167	3.21589
1	1.29266	1.02563
3	1.29357	3.20902
1	1.29456	1.03356
3	1.29601	3.19639
1	1.297	1.03951
3	1.29791	3.18974
3	1.29883	3.19372
3	1.29974	3.19766
1	1.30073	1.04089
3	1.30178	3.18962
1	1.30277	1.04804
3	1.30368	3.18315
1	1.30467	1.05557
3	1.30573	3.17519
3	1.30664	3.1791
3	1.30755	3.183
3	1.30847	3.18686
1	1.30946	1.0531
3	1.31037	3.18054
1	1.31136	1.06045
3	1.31244	3.17258
1	1.31343	1.06712
3	1.31434	3.16643
3	1.31525	3.17026
3	1.31616	3.17407
3	1.31707	3.17786
3	1.31799	3.18163
3	1.3189	3.18537
1	1.31989	1.05898
3	1.32097	3.17754
1	1.32196	1.06547
3	1.32287	3.17152
1	1.32386	1.07246
3	1.32492	3.16419
3	1.32583	3.1679
3	1.32674	3.1716
3	1.32765	3.17527
3	1.32856	3.17892
3	1.32948	3.18256
3	1.33039	3.18617
3	1.3313	3.18976
3	1.33221	3.19333
3	1.33312	3.19689
3	1.33404	3.20042
3	1.33495	3.20394
3	1.33586	3.20743
3	1.33677	3.21091
3	1.33768	3.21437
3	1.3386	3.2178
1	1.33958	1.03543
3	1.3405	3.21187
1	1.34149	1.04222
3	1.3426	3.20409
1	1.34359	1.04831
3	1.3445	3.1983
3	1.34542	3.20171
3	1.34633	3.20511
1	1.34732	1.04942
3	1.34836	3.19818
1	1.34935	1.05559
3	1.35026	3.19252
1	1.35125	1.06209
3	1.35234	3.18529
3	1.35325	3.18866
3	1.35416	3.19201
1	1.35515	1.06248
3	1.35606	3.18648
1	1.35705	1.06884
1	1.3583	1.0771
3	1.35921	3.16999
3	1.36012	3.17334
3	1.36103	3.17667
3	1.36194	3.17998
1	1.36293	1.07515
1	1.36407	1.08357
1	1.36506	1.09238
3	1.36614	3.15471
1	1.36713	1.0979
1	1.36812	1.1066
1	1.36924	1.11486
3	1.37015	3.13161
3	1.37106	3.13495
3	1.37198	3.13828
3	1.37289	3.14158
3	1.3738	3.14488
3	1.37471	3.14815
3	1.37562	3.15142
1	1.37661	1.10442
1	1.37788	1.11205
1	1.37887	1.12046
3	1.37998	3.12607
3	1.38089	3.12934
1	1.38188	1.12287
3	1.38279	3.1245
3	1.3837	3.12775
3	1.38462	3.13098
3	1.38553	3.1342
3	1.39028	3.10653
3	1.39119	3.10976
3	1.3921	3.11297
3	1.39302	3.11617
3	1.39393	3.11936
3	1.39604	3.11308
3	1.39695	3.11625
3	1.39786	3.1194
3	1.39877	3.12254
3	1.40319	3.09851
3	1.40756	3.07535
3	1.40847	3.07851
3	1.40938	3.08165
3	1.41029	3.08479
3	1.4112	3.08791
3	1.41457	3.07275
3	1.41548	3.07586
3	1.41639	3.07896
3	1.4173	3.08205
3	1.41821	3.08512
3	1.41913	3.08818
3	1.42368	3.06467
3	1.42813	3.04237
3	1.42904	3.04545
3	1.42995	3.04852
3	1.43087	3.05157
3	1.43178	3.05461
3	1.43269	3.05764
3	1.4336	3.06065
3	1.43451	3.06366
3	1.43543	3.06665
3	1.43634	3.06962
3	1.43725	3.07259
3	1.43816	3.07554
3	1.43907	3.07848
3	1.43999	3.08141
3	1.4409	3.08433
3	1.44181	3.08723
3	1.44643	3.06446
3	1.44734	3.06737
3	1.44825	3.07027
3	1.45273	3.04894
3	1.456	3.03604
3	1.45692	3.03894
3	1.45783	3.04183
3	1.45874	3.04472
3	1.45965	3.04759
3	1.46301	3.03432
3	1.46392	3.03718
3	1.46484	3.04004
3	1.46829	3.02639
3	1.4692	3.02924
3	1.47257	3.01632
3	1.47348	3.01916
